,Fecha Alta,Tipo,Operación,Provincia,Superficie,Precio Venta,Fecha Venta,Vendedor
381,2004-05-26 00:00:00,Suelo,Alquiler,Lleida,264.0,2582184.0,2005-04-24 00:00:00,Luisa
382,2004-05-26 00:00:00,Industrial,Alquiler,Lleida,298.0,1331166.0,2004-12-28 00:00:00,Joaquín
383,2004-05-26 00:00:00,Parking,Venta,Barcelona,200.0,1823400.0,2004-10-20 00:00:00,Joaquín
384,2004-05-26 00:00:00,Parking,Venta,Barcelona,197.0,1746405.0,2005-03-20 00:00:00,Luisa
390,2004-05-30 00:00:00,Suelo,Venta,Girona,300.0,1483500.0,2005-03-29 00:00:00,Carmen
391,2004-05-30 00:00:00,Piso,Alquiler,Barcelona,202.0,1560450.0,2005-02-06 00:00:00,Jesús
392,2004-05-31 00:00:00,Piso,Venta,Girona,225.0,1164375.0,2005-03-04 00:00:00,Pedro
394,2004-05-31 00:00:00,Casa,Alquiler,Girona,192.0,1159296.0,2005-05-23 00:00:00,Carmen
395,2004-05-31 00:00:00,Parking,Alquiler,Lleida,296.0,1602544.0,2004-09-07 00:00:00,Jesús
399,2004-06-01 00:00:00,Parking,Venta,Tarragona,208.0,1225120.0,2005-01-22 00:00:00,Carmen
400,2004-06-02 00:00:00,Piso,Alquiler,Barcelona,271.0,2682900.0,2005-06-02 00:00:00,Pedro
401,2004-06-02 00:00:00,Industrial,Alquiler,Lleida,278.0,2188138.0,2005-01-21 00:00:00,María
403,2004-06-03 00:00:00,Casa,Alquiler,Lleida,72.0,702576.0,2005-03-22 00:00:00,Carmen
404,2004-06-03 00:00:00,Local,Venta,Tarragona,224.0,1804992.0,2005-01-20 00:00:00,Jesús
405,2004-06-03 00:00:00,Oficina,Venta,Barcelona,207.0,1883700.0,2005-02-23 00:00:00,Carmen
406,2004-06-03 00:00:00,Industrial,Venta,Barcelona,162.0,1383480.0,2004-12-16 00:00:00,María
408,2004-06-04 00:00:00,Parking,Venta,Girona,293.0,1750089.0,2005-04-05 00:00:00,Luisa
411,2004-06-05 00:00:00,Local,Venta,Girona,148.0,1268952.0,2004-10-14 00:00:00,María
412,2004-06-05 00:00:00,Piso,Alquiler,Tarragona,189.0,1527498.0,2005-05-14 00:00:00,Luisa
414,2004-06-06 00:00:00,Parking,Venta,Barcelona,46.0,386584.0,2004-12-17 00:00:00,Carmen
415,2004-06-07 00:00:00,Oficina,Alquiler,Lleida,201.0,1287807.0,2004-09-11 00:00:00,Carmen
416,2004-06-07 00:00:00,Suelo,Venta,Barcelona,254.0,1381506.0,2005-04-14 00:00:00,Luisa
417,2004-06-07 00:00:00,Industrial,Alquiler,Girona,287.0,2452989.0,2005-01-26 00:00:00,Joaquín
419,2004-06-08 00:00:00,Piso,Alquiler,Lleida,114.0,1019160.0,2005-05-29 00:00:00,Carmen
420,2004-06-09 00:00:00,Suelo,Venta,Barcelona,135.0,1209735.0,2005-05-05 00:00:00,Pedro
422,2004-06-09 00:00:00,Local,Alquiler,Barcelona,260.0,1090180.0,2004-12-16 00:00:00,Luisa
423,2004-06-09 00:00:00,Parking,Venta,Barcelona,261.0,1945755.0,2004-11-06 00:00:00,Jesús
424,2004-06-09 00:00:00,Casa,Venta,Girona,173.0,1117753.0,2004-12-11 00:00:00,María
425,2004-06-09 00:00:00,Oficina,Alquiler,Lleida,207.0,1042659.0,2004-10-12 00:00:00,Jesús
426,2004-06-10 00:00:00,Piso,Venta,Barcelona,81.0,583362.0,2005-05-04 00:00:00,Carmen
427,2004-06-10 00:00:00,Piso,Alquiler,Lleida,52.0,338364.0,2005-01-04 00:00:00,Carmen
428,2004-06-11 00:00:00,Parking,Alquiler,Tarragona,271.0,2190493.0,2004-11-02 00:00:00,Jesús
429,2004-06-11 00:00:00,Oficina,Venta,Tarragona,249.0,1388175.0,2004-10-29 00:00:00,Luisa
430,2004-06-11 00:00:00,Suelo,Alquiler,Tarragona,153.0,1116441.0,2004-12-19 00:00:00,Jesús
431,2004-06-12 00:00:00,Oficina,Alquiler,Lleida,205.0,1980300.0,2005-01-01 00:00:00,Joaquín
432,2004-06-13 00:00:00,Suelo,Venta,Tarragona,144.0,852480.0,2005-06-04 00:00:00,Carmen
433,2004-06-13 00:00:00,Local,Alquiler,Tarragona,246.0,1898628.0,2004-12-15 00:00:00,Joaquín
434,2004-06-13 00:00:00,Industrial,Alquiler,Girona,233.0,1541528.0,2005-02-03 00:00:00,Jesús
435,2004-06-13 00:00:00,Suelo,Venta,Tarragona,105.0,783195.0,2004-11-20 00:00:00,Carmen
437,2004-06-14 00:00:00,Oficina,Venta,Barcelona,158.0,1543344.0,2004-12-26 00:00:00,Luisa
438,2004-06-15 00:00:00,Oficina,Alquiler,Girona,298.0,2524358.0,2004-10-23 00:00:00,Luisa
439,2004-06-15 00:00:00,Parking,Venta,Barcelona,115.0,1077665.0,2004-09-19 00:00:00,Jesús
440,2004-06-16 00:00:00,Parking,Venta,Barcelona,102.0,790602.0,2004-11-09 00:00:00,Carmen
442,2004-06-17 00:00:00,Piso,Alquiler,Girona,245.0,1001070.0,2004-10-14 00:00:00,Jesús
443,2004-06-17 00:00:00,Parking,Venta,Barcelona,102.0,1005312.0,2005-06-09 00:00:00,Luisa
446,2004-06-17 00:00:00,Parking,Alquiler,Lleida,263.0,1779458.0,2005-01-24 00:00:00,Pedro
447,2004-06-17 00:00:00,Local,Alquiler,Girona,234.0,1159470.0,2004-10-02 00:00:00,Pedro
449,2004-06-18 00:00:00,Industrial,Alquiler,Lleida,248.0,1674744.0,2005-05-01 00:00:00,Luisa
451,2004-06-19 00:00:00,Suelo,Venta,Lleida,215.0,2097970.0,2004-11-13 00:00:00,Pedro
452,2004-06-19 00:00:00,Suelo,Venta,Girona,185.0,1616900.0,2005-04-08 00:00:00,Jesús
454,2004-06-20 00:00:00,Parking,Alquiler,Barcelona,244.0,2439512.0,2005-01-02 00:00:00,Carmen
455,2004-06-20 00:00:00,Piso,Venta,Lleida,195.0,1797120.0,2004-12-31 00:00:00,María
462,2004-06-23 00:00:00,Casa,Venta,Girona,214.0,1962380.0,2005-06-01 00:00:00,Pedro
464,2004-06-24 00:00:00,Industrial,Alquiler,Lleida,268.0,2628812.0,2005-03-15 00:00:00,Pedro
471,2004-06-25 00:00:00,Suelo,Venta,Tarragona,297.0,1820016.0,2005-01-08 00:00:00,María
472,2004-06-25 00:00:00,Parking,Alquiler,Lleida,105.0,872760.0,2005-03-26 00:00:00,Carmen
473,2004-06-25 00:00:00,Suelo,Venta,Girona,199.0,1622646.0,2005-06-23 00:00:00,Jesús
475,2004-06-26 00:00:00,Oficina,Alquiler,Lleida,88.0,851488.0,2005-05-25 00:00:00,Carmen
478,2004-06-28 00:00:00,Oficina,Venta,Girona,232.0,1028224.0,2005-05-26 00:00:00,Luisa
480,2004-06-29 00:00:00,Oficina,Alquiler,Barcelona,257.0,1166780.0,2005-01-10 00:00:00,Jesús
481,2004-06-29 00:00:00,Industrial,Venta,Tarragona,243.0,1983123.0,2005-06-16 00:00:00,María
482,2004-06-29 00:00:00,Oficina,Venta,Lleida,134.0,946710.0,2005-01-04 00:00:00,Carmen
483,2004-06-30 00:00:00,Casa,Venta,Girona,153.0,1506438.0,2004-12-03 00:00:00,Luisa
484,2004-06-30 00:00:00,Piso,Alquiler,Tarragona,122.0,1093608.0,2005-02-27 00:00:00,Luisa
485,2004-06-30 00:00:00,Piso,Venta,Girona,283.0,2199476.0,2005-06-04 00:00:00,Luisa
486,2004-06-30 00:00:00,Casa,Venta,Lleida,261.0,2475063.0,2005-01-21 00:00:00,Carmen
487,2004-07-01 00:00:00,Piso,Alquiler,Lleida,185.0,1306840.0,2005-05-17 00:00:00,Carmen
489,2004-07-02 00:00:00,Parking,Alquiler,Barcelona,234.0,1911312.0,2005-04-08 00:00:00,Luisa
491,2004-07-03 00:00:00,Local,Venta,Lleida,282.0,1298328.0,2005-03-10 00:00:00,Jesús
492,2004-07-03 00:00:00,Parking,Alquiler,Lleida,299.0,1948583.0,2004-12-21 00:00:00,María
493,2004-07-03 00:00:00,Piso,Venta,Barcelona,274.0,1729762.0,2005-07-03 00:00:00,Luisa
494,2004-07-03 00:00:00,Oficina,Venta,Barcelona,268.0,2578696.0,2005-06-28 00:00:00,Luisa
495,2004-07-03 00:00:00,Piso,Alquiler,Lleida,155.0,1166065.0,2004-12-07 00:00:00,Jesús
496,2004-07-03 00:00:00,Oficina,Venta,Girona,209.0,1316073.0,2005-04-02 00:00:00,Pedro
497,2004-07-03 00:00:00,Suelo,Alquiler,Tarragona,110.0,1004740.0,2005-07-03 00:00:00,Luisa
499,2004-07-04 00:00:00,Industrial,Alquiler,Lleida,240.0,2238000.0,2005-05-06 00:00:00,Pedro
501,2004-07-05 00:00:00,Piso,Alquiler,Lleida,224.0,2087904.0,2005-01-29 00:00:00,Jesús
503,2004-07-05 00:00:00,Oficina,Venta,Lleida,186.0,1216254.0,2005-04-09 00:00:00,María
505,2004-07-05 00:00:00,Industrial,Alquiler,Tarragona,235.0,1207195.0,2004-10-14 00:00:00,Luisa
506,2004-07-05 00:00:00,Industrial,Alquiler,Tarragona,159.0,1032546.0,2004-11-07 00:00:00,Carmen
507,2004-07-05 00:00:00,Local,Venta,Barcelona,271.0,2297538.0,2004-11-22 00:00:00,Jesús
509,2004-07-06 00:00:00,Industrial,Alquiler,Barcelona,227.0,1175860.0,2005-07-05 00:00:00,Joaquín
511,2004-07-06 00:00:00,Parking,Alquiler,Tarragona,239.0,1782940.0,2004-11-13 00:00:00,Joaquín
512,2004-07-06 00:00:00,Casa,Alquiler,Barcelona,191.0,1841622.0,2005-01-21 00:00:00,Jesús
514,2004-07-08 00:00:00,Oficina,Alquiler,Barcelona,47.0,262777.0,2004-12-22 00:00:00,Carmen
515,2004-07-08 00:00:00,Oficina,Alquiler,Barcelona,119.0,720902.0,2005-06-23 00:00:00,Carmen
516,2004-07-08 00:00:00,Industrial,Venta,Girona,174.0,1313526.0,2005-01-16 00:00:00,Pedro
521,2004-07-09 00:00:00,Casa,Venta,Lleida,223.0,1293400.0,2005-03-03 00:00:00,Carmen
522,2004-07-09 00:00:00,Suelo,Alquiler,Girona,270.0,1429380.0,2005-03-25 00:00:00,Carmen
523,2004-07-10 00:00:00,Piso,Alquiler,Barcelona,159.0,1536576.0,2005-06-24 00:00:00,Pedro
524,2004-07-10 00:00:00,Parking,Venta,Lleida,280.0,1249360.0,2005-01-09 00:00:00,Pedro
525,2004-07-11 00:00:00,Parking,Venta,Girona,162.0,1594404.0,2005-03-07 00:00:00,María
527,2004-07-12 00:00:00,Casa,Alquiler,Lleida,231.0,2273040.0,2005-02-04 00:00:00,Joaquín
528,2004-07-12 00:00:00,Industrial,Alquiler,Lleida,206.0,1414602.0,2005-06-14 00:00:00,Carmen
530,2004-07-12 00:00:00,Industrial,Alquiler,Barcelona,112.0,712768.0,2005-06-14 00:00:00,Carmen
531,2004-07-12 00:00:00,Local,Alquiler,Lleida,182.0,999726.0,2005-02-20 00:00:00,Carmen
532,2004-07-13 00:00:00,Parking,Venta,Tarragona,72.0,606024.0,2005-04-12 00:00:00,Carmen
534,2004-07-14 00:00:00,Industrial,Alquiler,Lleida,280.0,1730680.0,2005-05-07 00:00:00,Carmen
535,2004-07-14 00:00:00,Casa,Venta,Girona,197.0,1292123.0,2005-06-30 00:00:00,Joaquín
536,2004-07-14 00:00:00,Local,Alquiler,Girona,117.0,1031121.0,2005-04-30 00:00:00,Luisa
537,2004-07-15 00:00:00,Industrial,Alquiler,Girona,279.0,2161134.0,2005-03-09 00:00:00,María
541,2004-07-16 00:00:00,Oficina,Venta,Barcelona,182.0,1514968.0,2004-10-24 00:00:00,María
543,2004-07-17 00:00:00,Oficina,Venta,Tarragona,79.0,694331.0,2005-03-10 00:00:00,Carmen
547,2004-07-20 00:00:00,Parking,Venta,Barcelona,286.0,,2004-10-21 00:00:00,Carmen
548,2004-07-20 00:00:00,Local,Venta,Girona,237.0,1403988.0,2005-06-27 00:00:00,Carmen
549,2004-07-21 00:00:00,Casa,Alquiler,Lleida,275.0,1711325.0,2005-04-27 00:00:00,Luisa
550,2004-07-21 00:00:00,Piso,Alquiler,Girona,237.0,2215002.0,2004-10-31 00:00:00,Pedro
551,2004-07-21 00:00:00,Local,Venta,Barcelona,125.0,804625.0,2005-06-26 00:00:00,Carmen
552,2004-07-21 00:00:00,Oficina,Venta,Barcelona,209.0,1568754.0,2004-12-15 00:00:00,Pedro
554,2004-07-22 00:00:00,Piso,Venta,Girona,138.0,1289748.0,2004-12-25 00:00:00,Luisa
555,2004-07-22 00:00:00,Suelo,Venta,Lleida,57.0,567492.0,2005-02-08 00:00:00,Carmen
556,2004-07-23 00:00:00,Piso,Alquiler,Girona,198.0,1916442.0,2005-04-14 00:00:00,Joaquín
557,2004-07-24 00:00:00,Piso,Alquiler,Girona,246.0,1875012.0,2005-03-08 00:00:00,Luisa
558,2004-07-24 00:00:00,Local,Alquiler,Tarragona,188.0,1590104.0,2004-10-26 00:00:00,Pedro
559,2004-07-25 00:00:00,Industrial,Alquiler,Tarragona,285.0,1412175.0,2004-12-01 00:00:00,Pedro
562,2004-07-25 00:00:00,Piso,Venta,Barcelona,237.0,1272216.0,2005-04-27 00:00:00,Jesús
565,2004-07-26 00:00:00,Local,Alquiler,Girona,266.0,1881950.0,2005-01-15 00:00:00,María
571,2004-07-28 00:00:00,Local,Alquiler,Tarragona,235.0,1897155.0,2005-07-01 00:00:00,Carmen
572,2004-07-28 00:00:00,Parking,Venta,Tarragona,243.0,1038825.0,2004-12-14 00:00:00,Jesús
573,2004-07-28 00:00:00,Local,Alquiler,Lleida,58.0,251430.0,2005-05-30 00:00:00,Carmen
574,2004-07-28 00:00:00,Parking,Alquiler,Barcelona,280.0,1877400.0,2005-04-21 00:00:00,Joaquín
577,2004-07-29 00:00:00,Oficina,Venta,Girona,221.0,1571973.0,2004-12-25 00:00:00,Joaquín
579,2004-07-30 00:00:00,Parking,Venta,Tarragona,226.0,1634884.0,2005-07-20 00:00:00,María
580,2004-07-30 00:00:00,Casa,Venta,Tarragona,230.0,1742020.0,2004-11-16 00:00:00,Jesús
581,2004-07-31 00:00:00,Industrial,Venta,Lleida,290.0,2584480.0,2004-11-22 00:00:00,Jesús
582,2004-07-31 00:00:00,Local,Venta,Tarragona,297.0,1767744.0,2005-03-23 00:00:00,Pedro
583,2004-08-01 00:00:00,Casa,Alquiler,Girona,257.0,1077601.0,2005-02-07 00:00:00,Luisa
584,2004-08-01 00:00:00,Parking,Alquiler,Girona,161.0,1050203.0,2005-02-04 00:00:00,Joaquín
586,2004-08-02 00:00:00,Piso,Alquiler,Barcelona,184.0,1286344.0,2005-07-02 00:00:00,Joaquín
588,2004-08-02 00:00:00,Oficina,Venta,Tarragona,138.0,1372686.0,2005-06-17 00:00:00,Carmen
589,2004-08-03 00:00:00,Suelo,Venta,Tarragona,95.0,627570.0,2005-03-16 00:00:00,Carmen
592,2004-08-04 00:00:00,Suelo,Venta,Tarragona,213.0,1234974.0,2005-06-23 00:00:00,Carmen
593,2004-08-04 00:00:00,Industrial,Alquiler,Tarragona,171.0,1148436.0,2005-06-29 00:00:00,Pedro
594,2004-08-04 00:00:00,Industrial,Venta,Barcelona,262.0,1343798.0,2005-04-15 00:00:00,Jesús
599,2004-08-08 00:00:00,Oficina,Alquiler,Barcelona,289.0,1275646.0,2005-01-29 00:00:00,Pedro
601,2004-08-09 00:00:00,Industrial,Venta,Girona,227.0,1218763.0,2005-07-27 00:00:00,Joaquín
602,2004-08-09 00:00:00,Casa,Alquiler,Barcelona,174.0,1408182.0,2005-05-23 00:00:00,Jesús
604,2004-08-10 00:00:00,Piso,Alquiler,Lleida,212.0,1817264.0,2005-06-25 00:00:00,María
607,2004-08-11 00:00:00,Suelo,Venta,Lleida,210.0,1117620.0,2005-05-12 00:00:00,Carmen
608,2004-08-11 00:00:00,Suelo,Venta,Lleida,287.0,1790880.0,2004-11-18 00:00:00,Pedro
609,2004-08-11 00:00:00,Local,Venta,Barcelona,127.0,1058545.0,2005-01-23 00:00:00,Joaquín
610,2004-08-11 00:00:00,Casa,Venta,Barcelona,294.0,2658936.0,2005-06-21 00:00:00,Luisa
612,2004-08-11 00:00:00,Industrial,Venta,Barcelona,225.0,1879200.0,2004-11-19 00:00:00,Pedro
613,2004-08-12 00:00:00,Casa,Alquiler,Barcelona,241.0,1085705.0,2005-01-28 00:00:00,Pedro
614,2004-08-12 00:00:00,Local,Venta,Lleida,283.0,1992320.0,2005-04-07 00:00:00,María
615,2004-08-12 00:00:00,Piso,Alquiler,Barcelona,231.0,1237929.0,2005-04-13 00:00:00,Luisa
616,2004-08-13 00:00:00,Piso,Venta,Lleida,172.0,1283980.0,2005-01-27 00:00:00,Carmen
619,2004-08-14 00:00:00,Suelo,Alquiler,Barcelona,58.0,406290.0,2005-07-04 00:00:00,Carmen
620,2004-08-14 00:00:00,Industrial,Venta,Tarragona,223.0,2171128.0,2005-03-23 00:00:00,Carmen
621,2004-08-14 00:00:00,Piso,Venta,Barcelona,123.0,1116348.0,2005-06-29 00:00:00,Luisa
623,2004-08-15 00:00:00,Industrial,Venta,Tarragona,154.0,1122352.0,2005-05-11 00:00:00,Jesús
624,2004-08-15 00:00:00,Industrial,Alquiler,Girona,222.0,2171826.0,2005-01-12 00:00:00,Carmen
625,2004-08-16 00:00:00,Piso,Alquiler,Tarragona,263.0,2061131.0,2005-07-28 00:00:00,Joaquín
627,2004-08-16 00:00:00,Casa,Alquiler,Tarragona,212.0,1360828.0,2005-04-24 00:00:00,Jesús
628,2004-08-17 00:00:00,Piso,Venta,Girona,249.0,1427019.0,2004-12-04 00:00:00,Jesús
629,2004-08-17 00:00:00,Parking,Alquiler,Girona,170.0,1567060.0,2005-02-19 00:00:00,María
630,2004-08-17 00:00:00,Parking,Alquiler,Barcelona,272.0,1972816.0,2005-08-14 00:00:00,Carmen
631,2004-08-17 00:00:00,Piso,Venta,Girona,201.0,1816437.0,2005-05-10 00:00:00,Pedro
632,2004-08-17 00:00:00,Parking,Alquiler,Girona,167.0,1191044.0,2005-01-11 00:00:00,Luisa
633,2004-08-18 00:00:00,Piso,Alquiler,Tarragona,283.0,2576432.0,2005-05-13 00:00:00,María
635,2004-08-18 00:00:00,Piso,Alquiler,Tarragona,181.0,1161477.0,2005-05-07 00:00:00,María
638,2004-08-19 00:00:00,Piso,Alquiler,Girona,277.0,2646181.0,2005-07-04 00:00:00,Carmen
639,2004-08-19 00:00:00,Industrial,Alquiler,Tarragona,182.0,1243060.0,2005-07-16 00:00:00,María
640,2004-08-19 00:00:00,Oficina,Venta,Girona,249.0,2306238.0,2005-03-02 00:00:00,María
642,2004-08-20 00:00:00,Industrial,Alquiler,Lleida,255.0,2338095.0,2005-08-10 00:00:00,Carmen
643,2004-08-20 00:00:00,Industrial,Alquiler,Tarragona,164.0,1162104.0,2005-05-10 00:00:00,Pedro
644,2004-08-20 00:00:00,Industrial,Venta,Tarragona,227.0,1917696.0,2005-02-22 00:00:00,Joaquín
645,2004-08-20 00:00:00,Parking,Alquiler,Lleida,168.0,1192800.0,2005-07-14 00:00:00,Joaquín
647,2004-08-21 00:00:00,Oficina,Venta,Girona,267.0,1153173.0,2005-03-28 00:00:00,Pedro
649,2004-08-22 00:00:00,Parking,Venta,Lleida,80.0,777360.0,2005-04-21 00:00:00,Carmen
650,2004-08-22 00:00:00,Piso,Venta,Girona,207.0,1015956.0,2005-06-17 00:00:00,Jesús
651,2004-08-22 00:00:00,Oficina,Alquiler,Girona,259.0,1080548.0,2004-12-31 00:00:00,María
652,2004-08-22 00:00:00,Piso,Venta,Tarragona,147.0,730149.0,2004-12-25 00:00:00,Carmen
653,2004-08-22 00:00:00,Oficina,Alquiler,Girona,207.0,1953873.0,2005-06-10 00:00:00,Luisa
654,2004-08-22 00:00:00,Oficina,Venta,Girona,293.0,2787016.0,2005-03-23 00:00:00,Luisa
655,2004-08-23 00:00:00,Oficina,Venta,Tarragona,252.0,1773072.0,2005-04-01 00:00:00,Luisa
656,2004-08-23 00:00:00,Casa,Venta,Lleida,284.0,1589832.0,2005-02-28 00:00:00,Luisa
657,2004-08-23 00:00:00,Parking,Venta,Tarragona,286.0,1442870.0,2005-08-09 00:00:00,Pedro
659,2004-08-23 00:00:00,Piso,Venta,Tarragona,176.0,1003552.0,2005-08-05 00:00:00,Carmen
660,2004-08-23 00:00:00,Local,Venta,Girona,278.0,1730550.0,2004-12-09 00:00:00,María
661,2004-08-24 00:00:00,Parking,Alquiler,Girona,254.0,1963166.0,2005-07-27 00:00:00,Joaquín
663,2004-08-24 00:00:00,Local,Alquiler,Girona,252.0,2057832.0,2005-03-14 00:00:00,Luisa
664,2004-08-25 00:00:00,Local,Alquiler,Girona,163.0,1520627.0,2005-04-20 00:00:00,Pedro
665,2004-08-26 00:00:00,Suelo,Venta,Lleida,271.0,1457980.0,2005-05-09 00:00:00,Luisa
667,2004-08-27 00:00:00,Parking,Venta,Barcelona,195.0,1513005.0,2005-01-21 00:00:00,Pedro
668,2004-08-27 00:00:00,Parking,Venta,Tarragona,290.0,1747830.0,2005-01-14 00:00:00,Luisa
669,2004-08-28 00:00:00,Industrial,Venta,Barcelona,289.0,2188597.0,2005-04-27 00:00:00,María
670,2004-08-28 00:00:00,Suelo,Alquiler,Barcelona,235.0,1277930.0,2005-04-07 00:00:00,Luisa
671,2004-08-28 00:00:00,Local,Alquiler,Tarragona,186.0,1225926.0,2005-05-16 00:00:00,Luisa
673,2004-08-29 00:00:00,Parking,Venta,Girona,152.0,1392168.0,2005-08-04 00:00:00,Pedro
675,2004-08-29 00:00:00,Casa,Venta,Girona,47.0,311563.0,2004-12-27 00:00:00,Carmen
677,2004-08-30 00:00:00,Industrial,Venta,Barcelona,225.0,1239300.0,2005-01-29 00:00:00,María
678,2004-08-30 00:00:00,Suelo,Venta,Tarragona,113.0,1074969.0,2005-04-16 00:00:00,Joaquín
679,2004-08-30 00:00:00,Piso,Alquiler,Tarragona,249.0,1029864.0,2005-05-06 00:00:00,Carmen
680,2004-08-30 00:00:00,Industrial,Alquiler,Tarragona,284.0,1166104.0,2005-04-08 00:00:00,Jesús
681,2004-08-30 00:00:00,Oficina,Venta,Lleida,274.0,1577692.0,2005-05-11 00:00:00,Joaquín
682,2004-08-30 00:00:00,Piso,Alquiler,Lleida,121.0,1049433.0,2005-06-07 00:00:00,Jesús
683,2004-08-31 00:00:00,Parking,Venta,Tarragona,247.0,2285244.0,2005-03-07 00:00:00,María
684,2004-08-31 00:00:00,Piso,Venta,Girona,97.0,662316.0,2005-04-27 00:00:00,Carmen
686,2004-09-01 00:00:00,Piso,Alquiler,Lleida,240.0,1214880.0,2005-04-09 00:00:00,Luisa
691,2004-09-02 00:00:00,Oficina,Venta,Lleida,177.0,1022883.0,2005-04-29 00:00:00,María
692,2004-09-03 00:00:00,Suelo,Venta,Barcelona,269.0,1722407.0,2004-12-21 00:00:00,Jesús
694,2004-09-03 00:00:00,Local,Venta,Lleida,205.0,1524585.0,2005-05-02 00:00:00,Pedro
695,2004-09-04 00:00:00,Suelo,Alquiler,Tarragona,256.0,1379328.0,2005-03-27 00:00:00,Luisa
696,2004-09-04 00:00:00,Local,Alquiler,Barcelona,163.0,1570016.0,2005-08-04 00:00:00,Carmen
697,2004-09-05 00:00:00,Parking,Alquiler,Girona,187.0,789140.0,2005-05-16 00:00:00,Carmen
699,2004-09-06 00:00:00,Local,Alquiler,Girona,299.0,1251315.0,2005-01-20 00:00:00,Luisa
700,2004-09-06 00:00:00,Casa,Venta,Girona,225.0,2023200.0,2004-12-27 00:00:00,Joaquín
701,2004-09-07 00:00:00,Piso,Alquiler,Girona,295.0,2553225.0,2005-01-14 00:00:00,Carmen
702,2004-09-07 00:00:00,Casa,Venta,Tarragona,160.0,1341120.0,2005-07-25 00:00:00,María
703,2004-09-08 00:00:00,Piso,Alquiler,Barcelona,278.0,2540364.0,2005-04-12 00:00:00,Carmen
704,2004-09-08 00:00:00,Oficina,Alquiler,Tarragona,271.0,1165842.0,2005-02-10 00:00:00,Luisa
705,2004-09-08 00:00:00,Piso,Alquiler,Girona,258.0,1501560.0,2005-01-05 00:00:00,Joaquín
706,2004-09-08 00:00:00,Industrial,Venta,Girona,215.0,1713120.0,2005-05-27 00:00:00,Carmen
707,2004-09-08 00:00:00,Industrial,Venta,Tarragona,158.0,1124012.0,2005-05-03 00:00:00,Pedro
708,2004-09-09 00:00:00,Casa,Alquiler,Tarragona,210.0,1181670.0,2005-07-13 00:00:00,Jesús
709,2004-09-09 00:00:00,Parking,Venta,Lleida,274.0,1291636.0,2005-05-24 00:00:00,María
710,2004-09-10 00:00:00,Casa,Venta,Tarragona,289.0,2114035.0,2004-12-14 00:00:00,Luisa
711,2004-09-10 00:00:00,Parking,Alquiler,Lleida,244.0,2280668.0,2005-07-16 00:00:00,María
713,2004-09-10 00:00:00,Casa,Alquiler,Lleida,235.0,2135210.0,2005-05-14 00:00:00,Pedro
715,2004-09-10 00:00:00,Oficina,Alquiler,Barcelona,206.0,1793848.0,2005-09-03 00:00:00,Luisa
718,2004-09-11 00:00:00,Oficina,Venta,Tarragona,283.0,1565839.0,2005-06-15 00:00:00,Pedro
719,2004-09-11 00:00:00,Casa,Venta,Tarragona,226.0,2216608.0,2005-07-09 00:00:00,Luisa
721,2004-09-12 00:00:00,Industrial,Alquiler,Girona,86.0,611546.0,2005-02-10 00:00:00,Carmen
723,2004-09-12 00:00:00,Oficina,Alquiler,Barcelona,241.0,2085373.0,2005-07-07 00:00:00,Joaquín
724,2004-09-13 00:00:00,Oficina,Alquiler,Barcelona,180.0,901980.0,2005-02-07 00:00:00,Carmen
725,2004-09-13 00:00:00,Parking,Venta,Girona,112.0,1081360.0,2005-05-03 00:00:00,María
726,2004-09-15 00:00:00,Suelo,Alquiler,Girona,195.0,1168440.0,2004-12-30 00:00:00,Luisa
728,2004-09-16 00:00:00,Casa,Alquiler,Lleida,197.0,1905187.0,2005-09-15 00:00:00,Pedro
729,2004-09-16 00:00:00,Parking,Alquiler,Tarragona,284.0,1830664.0,2005-01-02 00:00:00,Pedro
732,2004-09-17 00:00:00,Oficina,Alquiler,Girona,164.0,1225244.0,2005-08-07 00:00:00,Jesús
737,2004-09-19 00:00:00,Suelo,Alquiler,Lleida,294.0,1201578.0,2005-01-31 00:00:00,Luisa
738,2004-09-20 00:00:00,Piso,Venta,Barcelona,250.0,1527750.0,2005-02-10 00:00:00,Luisa
739,2004-09-21 00:00:00,Parking,Alquiler,Barcelona,254.0,2328418.0,2005-01-06 00:00:00,Joaquín
740,2004-09-21 00:00:00,Parking,Venta,Tarragona,126.0,1184274.0,2005-07-28 00:00:00,María
741,2004-09-22 00:00:00,Suelo,Venta,Barcelona,218.0,1330236.0,2004-12-27 00:00:00,Pedro
746,2004-09-22 00:00:00,Suelo,Alquiler,Barcelona,178.0,1355470.0,2004-12-24 00:00:00,María
747,2004-09-22 00:00:00,Industrial,Alquiler,Girona,228.0,2145480.0,2005-06-21 00:00:00,María
749,2004-09-23 00:00:00,Parking,Alquiler,Girona,294.0,1335936.0,2005-07-14 00:00:00,Carmen
751,2004-09-25 00:00:00,Local,Venta,Barcelona,182.0,1509872.0,2005-08-05 00:00:00,Luisa
753,2004-09-25 00:00:00,Piso,Alquiler,Tarragona,251.0,1206557.0,2005-05-20 00:00:00,María
754,2004-09-25 00:00:00,Oficina,Venta,Tarragona,235.0,2202655.0,2005-04-16 00:00:00,Pedro
757,2004-09-26 00:00:00,Piso,Venta,Barcelona,272.0,1535168.0,2005-07-26 00:00:00,Luisa
759,2004-09-26 00:00:00,Casa,Alquiler,Barcelona,299.0,1695330.0,2005-07-14 00:00:00,Joaquín
